72455147.2241,3.50587697963e+15,2.95316950106e+19,6.21414883254e+19,2.66089541361e+39,3.67928540964e+27,-7.84897845364e+37,0000
50014528.0539,1.68581649936e+15,1.36858605225e+19,2.76895508394e+19,5.38022682503e+38,1.13682556127e+27,3.28770316363e+37,0000
69172610.0384,2.99578584566e+15,2.5060447094e+19,6.1658511803e+19,2.42232530756e+39,3.37474393981e+27,8.24610097532e+37,0000
79430675.2541,3.48517416693e+15,1.97886155807e+19,6.94301131273e+19,2.56742352354e+39,4.09842878026e+27,1.77205112681e+38,0000
161327951.897,1.4784095073e+16,1.24708459148e+20,3.95621842293e+20,8.78561141536e+40,4.81033102775e+28,-1.85091180423e+39,0000
288944972.668,5.842295219e+16,1.06071005472e+21,2.00344773933e+21,2.92046060707e+42,4.84249132725e+29,-2.34647908255e+40,0000
1643819074.4,1.89508414245e+18,8.09375437764e+22,1.61286090194e+23,1.84228331787e+46,2.22029732104e+32,-4.22100872323e+44,0000
44294608115.4,1.11017276768e+21,1.94535682372e+26,5.56616349545e+26,1.83059128479e+53,1.85386308363e+37,6.11516420521e+51,0000
11313321836.7,8.54295559812e+19,8.64241634509e+24,1.8784440238e+25,2.39305368745e+50,1.73610024477e+35,-4.0613986187e+48,0000
10022879100.3,8.01571751717e+19,1.2918714024e+25,1.90232538583e+25,2.98080647351e+50,1.70247886284e+35,9.11753710785e+48,0000
7543906906.04,3.41194222199e+19,2.70284561012e+24,7.42185278483e+24,3.31870308685e+49,4.33304651468e+34,-1.90019039059e+48,0000
8113632472.89,4.51643550643e+19,4.7920221209e+24,9.5493959682e+24,6.4560916217e+49,6.4174610658e+34,-2.2068477778e+48,0000
2657365304.56,4.63575470653e+18,2.20250439886e+23,4.80855328321e+23,1.56454844268e+47,1.03517309771e+33,-3.20362730661e+45,0000
13502382315.2,1.20238239634e+20,1.46940428834e+25,3.33265554003e+25,7.37484421738e+50,3.65421600657e+35,-2.93624943953e+48,0000
95285745.3954,5.83795577133e+15,4.75888792552e+19,1.11129415111e+20,8.08052191213e+39,8.49097149856e+27,1.30776288994e+38,0000
151111023.971,1.40228301785e+16,1.40311044008e+20,3.53166485083e+20,7.85303122283e+40,4.18177159995e+28,3.68582841288e+39,0000
5281252112.68,1.93044715101e+19,1.81576998692e+24,3.19257142702e+24,7.67582089624e+48,1.40271542619e+34,-4.09287809754e+47,0000
6078096792.77,2.46551014599e+19,1.93735009716e+24,4.11372899057e+24,1.16122789508e+49,2.04245759686e+34,-1.57829847099e+47,0000
6158266099.8,2.1128477484e+19,1.37626049547e+24,3.93076285037e+24,9.06310823229e+48,1.80674121957e+34,-1.20233648837e+48,0000
3213275054.07,6.98241447194e+18,3.78123018137e+23,7.69692957237e+23,4.1518686068e+47,2.03385244165e+33,6.25155473962e+45,0000
3096829451.44,6.0064586333e+18,3.27329905667e+23,8.22113494405e+23,4.26329830655e+47,2.01476413622e+33,-1.10104426408e+46,0000
722726748.906,3.91535771242e+17,1.18958602776e+22,1.95353598055e+22,2.97802915893e+44,1.22237941121e+31,-6.71279604072e+41,0000
1785307672.32,2.3182469755e+18,1.07998089325e+23,1.86593613569e+23,2.64875368497e+46,2.84102718079e+32,-1.93806841583e+44,0000
1135867975.12,7.60290058872e+17,2.36272741364e+22,5.75700167448e+22,2.09839722487e+45,5.01978305108e+31,-3.23919789851e+44,0000
2515318629.81,4.7340854623e+18,3.08464309763e+23,5.46482462059e+23,2.2435483984e+47,1.18894365377e+33,2.69633890527e+45,0000
8537970090.77,4.81339768815e+19,4.64364430657e+24,9.75088692633e+24,6.55523610454e+49,6.76398806547e+34,-2.84040362126e+48,0000
7329449637.97,4.03432196772e+19,4.01224717868e+24,6.60358344975e+24,3.39902396705e+49,4.19434897945e+34,-2.20268849453e+47,0000
4093175500.7,1.06919028213e+19,5.47768998543e+23,1.34250805649e+24,1.15090656092e+48,4.38977995139e+33,2.85955285625e+46,0000
9565713810.68,4.47729872942e+19,2.54560027021e+24,1.01912957264e+25,5.16212768676e+49,6.81799355304e+34,-5.45391745572e+48,0000
46620011416.4,1.2853675737e+21,2.41374133675e+26,6.06895824344e+26,2.32129662047e+53,2.17406646314e+37,-8.42637468253e+51,0000
5005086882.77,1.50939870528e+19,8.65832502874e+23,2.38817955076e+24,3.43395194644e+48,9.27657726527e+33,-3.54892665039e+46,0000
6158277608.4,2.11285832793e+19,1.37627191107e+24,3.9307825451e+24,9.06321476904e+48,1.80675479576e+34,-1.20234422461e+48,0000
9441151117.57,6.00220397408e+19,5.8713824235e+24,1.23863548988e+25,1.05628661979e+50,9.59619117641e+34,-4.35126168921e+47,0000
11313600143.5,8.54328014083e+19,8.64256407762e+24,1.87852680892e+25,2.39323245122e+50,1.73620977607e+35,-4.06104979978e+48,0000
13434376749.3,1.40945573213e+20,2.21358017827e+25,3.4928258932e+25,9.71192745137e+50,4.14667631747e+35,-5.74788917731e+48,0000
5340157036.63,1.8649420137e+19,1.24655340307e+24,2.74112744982e+24,5.06594041913e+48,1.18358959447e+34,-1.02691263314e+47,0000
